,GHI
16955,42
16956,24
16957,45
16958,17
16974,38
16975,179
16976,163
16977,407
16978,450
16979,433
16980,205
16981,50
16982,19
16998,24
16999,62
17000,202
17001,272
17002,314
17003,281
17004,13
17005,11
17006,6
17022,4
17023,8
17024,39
17025,237
17026,306
17027,425
17028,355
17029,95
17030,35
17046,32
17047,168
17048,300
17049,227
17050,440
17051,427
17052,359
17053,118
17054,102
17070,3
17071,10
17072,19
17073,26
17074,30
17075,29
17076,24
17077,15
17078,6
17094,11
17095,56
17096,65
17097,25
17098,32
17099,51
17100,24
17101,13
17102,7
17118,4
17119,9
17120,18
17121,26
17122,30
17123,29
17124,23
17125,15
17126,6
17142,2
17143,10
17144,19
17145,27
17146,225
17147,243
17148,115
17149,93
17150,102
17166,2
17167,7
17168,18
17169,42
17170,29
17171,116
17172,30
17173,10
17174,6
17190,11
17191,66
17192,106
17193,26
17194,262
17195,261
17196,155
17197,16
17198,102
17214,9
17215,68
17216,141
17217,229
17218,286
17219,292
17220,168
17221,114
17222,47
17238,22
17239,151
17240,135
17241,230
17242,328
17243,326
17244,206
17245,161
17246,67
17262,21
17263,147
17264,112
17265,370
17266,275
17267,286
17268,260
17269,145
17270,46
17286,11
17287,82
17288,125
17289,195
17290,249
17291,133
17292,85
17293,136
17294,57
17310,20
17311,148
17312,134
17313,222
17314,277
17315,283
17316,196
17317,109
17318,73
17334,12
17335,144
17336,123
17337,209
17338,269
17339,286
17340,163
17341,169
17342,45
17358,20
17359,153
17360,126
17361,210
17362,234
17363,137
17364,49
17365,36
17366,17
17382,20
17383,35
17384,75
17385,109
17386,77
17387,125
17388,67
17389,177
17390,116
17406,17
17407,143
17408,277
17409,221
17410,281
17411,291
17412,361
17413,110
17414,114
17430,17
17431,138
17432,119
17433,216
17434,276
17435,280
17436,200
17437,99
17438,112
17454,16
17455,139
17456,274
17457,216
17458,278
17459,295
17460,363
17461,103
17462,119
17478,17
17479,141
17480,13
17481,207
17482,101
17483,297
17484,77
17485,64
17486,30
17502,2
17503,9
17504,19
17505,27
17506,34
17507,31
17508,25
17509,37
17510,16
17526,15
17527,60
17528,132
17529,211
17530,202
17531,270
17532,193
17533,117
17534,126
17550,16
17551,138
17552,132
17553,226
17554,279
17555,181
17556,25
17557,17
17558,8
17574,2
17575,7
17576,18
17577,27
17578,215
17579,191
17580,27
17581,18
17582,9
17598,2
17599,7
17600,11
17601,15
17602,21
17603,21
17604,31
17605,73
17606,34
17622,2
17623,9
17624,19
17625,178
17626,256
17627,208
17628,34
17629,18
17630,15
17646,4
17647,48
17648,106
17649,157
17650,341
17651,206
17652,27
17653,19
17654,9
17670,16
17671,58
17672,129
17673,203
17674,207
17675,279
17676,168
17677,98
17678,49
17679,14
17694,5
17695,148
17696,135
17697,220
17698,247
17699,193
17700,211
17701,175
17702,83
17703,13
17718,2
17719,8
17720,13
17721,17
17722,392
17723,43
17724,49
17725,18
17726,11
17727,2
17742,2
17743,7
17744,12
17745,15
17746,21
17747,21
17748,72
17749,19
17750,25
17751,2
17766,4
17767,25
17768,19
17769,28
17770,61
17771,47
17772,156
17773,136
17774,149
17775,6
17790,2
17791,9
17792,19
17793,61
17794,73
17795,127
17796,185
17797,107
17798,161
17799,22
17814,19
17815,24
17816,25
17817,75
17818,398
17819,84
17820,22
17821,34
17822,10
17823,2
17838,2
17839,7
17840,12
17841,18
17842,20
17843,21
17844,25
17845,65
17846,69
17847,9
17862,20
17863,162
17864,152
17865,249
17866,489
17867,486
17868,241
17869,128
17870,172
17871,28
17886,22
17887,163
17888,307
17889,416
17890,316
17891,337
17892,251
17893,158
17894,171
17895,29
17910,23
17911,163
17912,309
17913,250
17914,316
17915,482
17916,426
17917,162
17918,173
17919,31
17934,3
17935,7
17936,11
17937,211
17938,308
17939,205
17940,73
17941,96
17942,48
17943,11
17958,21
17959,153
17960,146
17961,248
17962,307
17963,200
17964,115
17965,95
17966,39
17967,30
17982,12
17983,10
17984,164
17985,30
17986,382
17987,350
17988,196
17989,168
17990,142
17991,16
18006,12
18007,79
18008,108
18009,242
18010,198
18011,160
18012,111
18013,42
18014,15
18015,6
18030,8
18031,77
18032,165
18033,172
18034,38
18035,167
18036,21
18037,12
18038,10
18039,5
18054,28
18055,57
18056,196
18057,351
18058,411
18059,367
18060,271
18061,147
18062,47
18063,14
18078,25
18079,108
18080,183
18081,315
18082,336
18083,369
18084,303
18085,70
18086,13
18087,6
18102,4
18103,8
18104,14
18105,20
18106,24
18107,25
18108,21
18109,15
18110,9
18111,5
18126,4
18127,8
18128,15
18129,17
18130,37
18131,21
18132,91
18133,24
18134,13
18135,4
18150,35
18151,186
18152,151
18153,354
18154,391
18155,409
18156,362
18157,200
18158,67
18159,28
18174,4
18175,7
18176,22
18177,242
18178,39
18179,318
18180,329
18181,33
18182,169
18183,46
18198,36
18199,184
18200,170
18201,273
18202,515
18203,382
18204,305
18205,208
18206,213
18207,59
18222,3
18223,12
18224,24
18225,349
18226,433
18227,352
18228,242
18229,43
18230,36
18231,13
18246,40
18247,193
18248,347
18249,290
18250,534
18251,545
18252,493
18253,224
18254,233
18255,27
18270,17
18271,188
18272,182
18273,216
18274,245
18275,272
18276,250
18277,168
18278,17
18279,8
18294,4
18295,8
18296,28
18297,23
18298,28
18299,23
18300,21
18301,95
18302,10
18303,5
18318,17
18319,85
18320,25
18321,339
18322,536
18323,287
18324,328
18325,116
18326,128
18327,77
18342,5
18343,9
18344,53
18345,187
18346,27
18347,29
18348,24
18349,17
18350,17
18351,6
18366,27
18367,111
18368,92
18369,353
18370,255
18371,80
18372,126
18373,95
18374,16
18375,22
18390,19
18391,66
18392,52
18393,267
18394,218
18395,254
18396,234
18397,164
18398,15
18399,7
18414,54
18415,212
18416,368
18417,310
18418,383
18419,393
18420,342
18421,251
18422,120
18423,89
18438,24
18439,102
18440,244
18441,367
18442,428
18443,412
18444,357
18445,232
18446,138
18447,39
18462,60
18463,222
18464,214
18465,328
18466,399
18467,465
18468,385
18469,268
18470,257
18471,93
18486,21
18487,81
18488,226
18489,382
18490,363
18491,362
18492,404
18493,315
18494,176
18495,63
18510,5
18511,11
18512,88
18513,327
18514,26
18515,178
18516,366
18517,31
18518,18
18519,7
18534,27
18535,9
18536,19
18537,152
18538,431
18539,386
18540,233
18541,188
18542,19
18543,110
18558,5
18559,16
18560,30
18561,164
18562,240
18563,449
18564,355
18565,279
18566,24
18567,8
18582,86
18583,119
18584,217
18585,41
18586,311
18587,233
18588,227
18589,305
18590,120
18591,115
18606,5
18607,10
18608,16
18609,189
18610,114
18611,29
18612,69
18613,34
18614,32
18615,17
18630,87
18631,119
18632,243
18633,357
18634,610
18635,468
18636,397
18637,294
18638,166
18639,128
18654,89
18655,106
18656,262
18657,369
18658,614
18659,621
18660,420
18661,307
18662,167
18663,127
18678,93
18679,123
18680,273
18681,384
18682,454
18683,496
18684,574
18685,463
18686,174
18687,131
18702,94
18703,121
18704,273
18705,383
18706,452
18707,627
18708,416
18709,310
18710,171
18711,132
18726,93
18727,114
18728,271
18729,383
18730,454
18731,611
18732,415
18733,447
18734,166
18735,125
18750,86
18751,111
18752,278
18753,373
18754,308
18755,403
18756,409
18757,305
18758,252
18759,117
18774,45
18775,134
18776,18
18777,362
18778,456
18779,475
18780,139
18781,75
18782,95
18783,14
18798,112
18799,20
18800,34
18801,310
18802,249
18803,53
18804,48
18805,37
18806,23
18807,10
18822,118
18823,136
18824,264
18825,342
18826,356
18827,212
18828,429
18829,330
18830,231
18831,90
18846,126
18847,307
18848,249
18849,239
18850,109
18851,57
18852,63
18853,100
18854,189
18855,11
18856,12
18870,125
18871,306
18872,293
18873,414
18874,658
18875,665
18876,441
18877,353
18878,212
18879,40
18880,12
18894,133
18895,162
18896,303
18897,418
18898,487
18899,530
18900,622
18901,509
18902,349
18903,165
18904,14
18918,141
18919,173
18920,317
18921,435
18922,502
18923,547
18924,634
18925,521
18926,219
18927,178
18928,17
18942,141
18943,187
18944,490
18945,441
18946,506
18947,547
18948,621
18949,506
18950,228
18951,168
18952,17
18966,70
18967,53
18968,37
18969,279
18970,458
18971,647
18972,587
18973,482
18974,218
18975,167
18976,18
18990,149
18991,187
18992,339
18993,622
18994,517
18995,694
18996,636
18997,372
18998,235
18999,185
19000,23
19014,158
19015,202
19016,346
19017,624
19018,690
19019,695
19020,642
19021,530
19022,238
19023,189
19024,25
19037,13
19038,106
19039,196
19040,323
19041,496
19042,224
19043,474
19044,519
19045,248
19046,114
19047,35
19048,8
19061,15
19062,172
19063,210
19064,345
19065,469
19066,714
19067,718
19068,486
19069,388
19070,259
19071,195
19072,18
19085,9
19086,69
19087,226
19088,250
19089,486
19090,525
19091,586
19092,515
19093,450
19094,167
19095,53
19096,11
19109,7
19110,91
19111,240
19112,391
19113,501
19114,501
19115,577
19116,538
19117,387
19118,318
19119,173
19120,22
19133,16
19134,166
19135,219
19136,363
19137,630
19138,535
19139,703
19140,648
19141,536
19142,267
19143,196
19144,18
19157,26
19158,194
19159,221
19160,533
19161,554
19162,610
19163,585
19164,566
19165,546
19166,255
19167,139
19168,25
19181,3
19182,8
19183,65
19184,192
19185,371
19186,355
19187,276
19188,204
19189,105
19190,164
19191,119
19192,23
19205,4
19206,10
19207,25
19208,284
19209,528
19210,467
19211,274
19212,177
19213,143
19214,53
19215,41
19216,8
19229,39
19230,220
19231,319
19232,465
19233,488
19234,575
19235,599
19236,608
19237,430
19238,352
19239,123
19240,22
19253,4
19254,9
19255,18
19256,96
19257,64
19258,92
19259,107
19260,56
19261,75
19262,30
19263,20
19264,5
19277,44
19278,224
19279,258
19280,402
19281,508
19282,772
19283,775
19284,713
19285,594
19286,431
19287,238
19288,54
19301,47
19302,224
19303,414
19304,462
19305,588
19306,642
19307,641
19308,515
19309,576
19310,292
19311,227
19312,52
19325,53
19326,96
19327,429
19328,592
19329,709
19330,772
19331,773
19332,537
19333,591
19334,295
19335,237
19336,56
19349,54
19350,106
19351,428
19352,594
19353,716
19354,780
19355,779
19356,716
19357,596
19358,430
19359,238
19360,56
19373,4
19374,16
19375,31
19376,308
19377,185
19378,112
19379,194
19380,57
19381,47
19382,32
19383,208
19384,4
19397,4
19398,16
19399,17
19400,82
19401,84
19402,522
19403,360
19404,471
19405,400
19406,67
19407,212
19408,47
19421,50
19422,119
19423,395
19424,550
19425,678
19426,735
19427,622
19428,679
19429,567
19430,297
19431,230
19432,58
19445,61
19446,119
19447,289
19448,435
19449,709
19450,770
19451,654
19452,554
19453,451
19454,312
19455,251
19456,69
19469,71
19470,151
19471,302
19472,602
19473,720
19474,781
19475,781
19476,722
19477,608
19478,322
19479,257
19480,72
19493,75
19494,143
19495,454
19496,618
19497,736
19498,798
19499,798
19500,734
19501,616
19502,452
19503,262
19504,75
19517,84
19518,159
19519,327
19520,631
19521,746
19522,805
19523,800
19524,734
19525,611
19526,446
19527,255
19528,73
19541,80
19542,261
19543,446
19544,465
19545,554
19546,515
19547,654
19548,698
19549,573
19550,412
19551,230
19552,43
19565,6
19566,19
19567,36
19568,182
19569,302
19570,66
19571,558
19572,314
19573,159
19574,128
19575,18
19576,6
19589,6
19590,43
19591,223
19592,336
19593,334
19594,340
19595,455
19596,458
19597,518
19598,227
19599,107
19600,29
19613,104
19614,179
19615,338
19616,662
19617,781
19618,843
19619,847
19620,783
19621,660
19622,345
19623,289
19624,91
19637,102
19638,179
19639,339
19640,480
19641,763
19642,822
19643,818
19644,668
19645,634
19646,471
19647,280
19648,90
19661,104
19662,192
19663,486
19664,652
19665,769
19666,831
19667,830
19668,770
19669,649
19670,484
19671,291
19672,97
19685,113
19686,202
19687,495
19688,657
19689,772
19690,827
19691,823
19692,755
19693,634
19694,469
19695,278
19696,91
19709,54
19710,209
19711,390
19712,519
19713,653
19714,714
19715,699
19716,639
19717,471
19718,221
19719,132
19720,39
19733,7
19734,65
19735,307
19736,381
19737,312
19738,469
19739,471
19740,326
19741,85
19742,57
19743,172
19744,53
19757,125
19758,207
19759,503
19760,659
19761,613
19762,620
19763,346
19764,440
19765,141
19766,352
19767,206
19768,83
19781,42
19782,186
19783,361
19784,476
19785,595
19786,606
19787,546
19788,725
19789,278
19790,289
19791,265
19792,90
19805,117
19806,24
19807,162
19808,451
19809,580
19810,833
19811,828
19812,760
19813,637
19814,474
19815,288
19816,104
19829,107
19830,24
19831,41
19832,55
19833,72
19834,90
19835,58
19836,51
19837,41
19838,25
19839,17
19840,6
19853,7
19854,16
19855,83
19856,116
19857,142
19858,179
19859,271
19860,436
19861,336
19862,216
19863,81
19864,54
19877,10
19878,25
19879,214
19880,556
19881,504
19882,614
19883,362
19884,621
19885,465
19886,112
19887,17
19888,6
19900,1
19901,10
19902,25
19903,64
19904,513
19905,616
19906,865
19907,862
19908,793
19909,666
19910,322
19911,14
19912,7
19924,12
19925,158
19926,350
19927,389
19928,491
19929,558
19930,309
19931,347
19932,151
19933,459
19934,347
19935,132
19936,120
19948,14
19949,164
19950,360
19951,549
19952,404
19953,511
19954,641
19955,440
19956,436
19957,515
19958,241
19959,120
19960,7
19972,2
19973,11
19974,27
19975,97
19976,323
19977,509
19978,204
19979,260
19980,171
19981,413
19982,306
19983,262
19984,96
19996,7
19997,75
19998,174
19999,361
20000,506
20001,586
20002,673
20003,867
20004,802
20005,681
20006,515
20007,181
20008,12
20020,3
20021,8
20022,18
20023,154
20024,425
20025,563
20026,715
20027,602
20028,503
20029,669
20030,508
20031,319
20032,77
20044,21
20045,176
20046,369
20047,556
20048,712
20049,825
20050,878
20051,869
20052,804
20053,681
20054,515
20055,324
20056,133
20068,25
20069,188
20070,221
20071,577
20072,734
20073,844
20074,898
20075,890
20076,817
20077,693
20078,529
20079,336
20080,140
20092,25
20093,183
20094,379
20095,567
20096,721
20097,829
20098,883
20099,877
20100,813
20101,695
20102,532
20103,342
20104,146
20116,30
20117,196
20118,395
20119,585
20120,744
20121,855
20122,909
20123,902
20124,835
20125,715
20126,548
20127,352
20128,153
20140,33
20141,200
20142,398
20143,586
20144,742
20145,854
20146,909
20147,899
20148,832
20149,631
20150,484
20151,349
20152,153
20164,27
20165,57
20166,263
20167,489
20168,621
20169,694
20170,631
20171,589
20172,656
20173,524
20174,322
20175,260
20176,63
20177,3
20188,3
20189,14
20190,85
20191,57
20192,420
20193,528
20194,527
20195,557
20196,334
20197,144
20198,58
20199,41
20200,34
20212,2
20213,14
20214,101
20215,168
20216,638
20217,561
20218,397
20219,231
20220,711
20221,597
20222,444
20223,186
20224,76
20225,1
20236,30
20237,36
20238,374
20239,432
20240,701
20241,676
20242,881
20243,865
20244,804
20245,679
20246,511
20247,321
20248,100
20249,4
20260,36
20261,113
20262,382
20263,457
20264,641
20265,672
20266,852
20267,841
20268,638
20269,535
20270,491
20271,306
20272,126
20273,2
20284,22
20285,15
20286,172
20287,381
20288,569
20289,694
20290,716
20291,683
20292,722
20293,491
20294,464
20295,228
20296,36
20297,2
20308,7
20309,18
20310,307
20311,607
20312,778
20313,887
20314,933
20315,919
20316,850
20317,724
20318,559
20319,366
20320,171
20321,19
20332,57
20333,232
20334,429
20335,613
20336,591
20337,761
20338,808
20339,805
20340,688
20341,550
20342,339
20343,39
20344,64
20345,9
20356,57
20357,85
20358,425
20359,614
20360,554
20361,353
20362,341
20363,73
20364,71
20365,269
20366,46
20367,208
20368,170
20369,10
20380,65
20381,245
20382,443
20383,436
20384,563
20385,595
20386,603
20387,581
20388,855
20389,733
20390,443
20391,375
20392,180
20393,24
20404,69
20405,99
20406,450
20407,635
20408,787
20409,886
20410,936
20411,921
20412,851
20413,726
20414,559
20415,366
20416,172
20417,22
20428,58
20429,225
20430,417
20431,599
20432,751
20433,879
20434,932
20435,926
20436,860
20437,738
20438,574
20439,381
20440,184
20441,26
20452,14
20453,53
20454,132
20455,205
20456,296
20457,383
20458,603
20459,701
20460,671
20461,594
20462,435
20463,194
20464,48
20465,10
20476,5
20477,17
20478,169
20479,38
20480,64
20481,71
20482,80
20483,72
20484,68
20485,165
20486,484
20487,25
20488,51
20489,3
20500,65
20501,234
20502,425
20503,469
20504,761
20505,218
20506,74
20507,592
20508,654
20509,725
20510,566
20511,380
20512,66
20513,10
20524,77
20525,12
20526,32
20527,170
20528,595
20529,491
20530,78
20531,650
20532,639
20533,295
20534,290
20535,137
20536,30
20537,6
20548,6
20549,76
20550,36
20551,301
20552,799
20553,899
20554,740
20555,939
20556,874
20557,755
20558,594
20559,403
20560,205
20561,38
20572,33
20573,118
20574,466
20575,646
20576,639
20577,717
20578,951
20579,938
20580,765
20581,638
20582,580
20583,390
20584,196
20585,24
20596,6
20597,16
20598,24
20599,42
20600,52
20601,117
20602,389
20603,172
20604,69
20605,345
20606,264
20607,123
20608,188
20609,35
20620,6
20621,19
20622,117
20623,240
20624,243
20625,267
20626,782
20627,742
20628,849
20629,731
20630,571
20631,385
20632,195
20633,24
20644,94
20645,277
20646,473
20647,514
20648,628
20649,899
20650,703
20651,717
20652,586
20653,575
20654,447
20655,300
20656,85
20657,16
20668,6
20669,12
20670,23
20671,39
20672,222
20673,173
20674,268
20675,266
20676,148
20677,84
20678,32
20679,164
20680,66
20681,16
20692,38
20693,88
20694,77
20695,506
20696,670
20697,540
20698,250
20699,492
20700,211
20701,314
20702,584
20703,398
20704,56
20705,45
20716,7
20717,20
20718,209
20719,371
20720,434
20721,260
20722,940
20723,443
20724,458
20725,473
20726,147
20727,31
20728,29
20729,4
20740,34
20741,108
20742,128
20743,644
20744,789
20745,459
20746,938
20747,704
20748,718
20749,466
20750,443
20751,188
20752,112
20753,23
20764,6
20765,13
20766,252
20767,118
20768,467
20769,320
20770,565
20771,373
20772,381
20773,361
20774,294
20775,227
20776,127
20777,27
20788,101
20789,277
20790,467
20791,498
20792,785
20793,905
20794,952
20795,942
20796,871
20797,677
20798,594
20799,353
20800,218
20801,30
20812,6
20813,13
20814,25
20815,226
20816,188
20817,408
20818,261
20819,290
20820,339
20821,539
20822,579
20823,398
20824,152
20825,42
20836,6
20837,14
20838,54
20839,283
20840,582
20841,183
20842,452
20843,427
20844,378
20845,237
20846,254
20847,394
20848,93
20849,57
20860,54
20861,152
20862,336
20863,54
20864,640
20865,71
20866,88
20867,402
20868,60
20869,126
20870,505
20871,291
20872,15
20873,14
20884,118
20885,301
20886,493
20887,669
20888,481
20889,71
20890,73
20891,410
20892,416
20893,105
20894,123
20895,414
20896,227
20897,61
20908,121
20909,181
20910,380
20911,678
20912,823
20913,626
20914,970
20915,957
20916,886
20917,763
20918,601
20919,414
20920,222
20921,36
20932,114
20933,85
20934,482
20935,570
20936,801
20937,801
20938,951
20939,941
20940,681
20941,544
20942,505
20943,334
20944,207
20945,62
20956,120
20957,301
20958,491
20959,666
20960,807
20961,908
20962,954
20963,944
20964,880
20965,763
20966,608
20967,425
20968,234
20969,66
20980,116
20981,292
20982,395
20983,515
20984,672
20985,774
20986,769
20987,813
20988,698
20989,725
20990,392
20991,242
20992,109
20993,32
21004,7
21005,14
21006,25
21007,41
21008,59
21009,76
21010,71
21011,82
21012,229
21013,112
21014,410
21015,22
21016,16
21017,7
21028,7
21029,13
21030,274
21031,285
21032,750
21033,874
21034,811
21035,720
21036,629
21037,637
21038,431
21039,404
21040,223
21041,65
21052,8
21053,165
21054,49
21055,420
21056,65
21057,655
21058,550
21059,760
21060,596
21061,46
21062,280
21063,91
21064,113
21065,5
21076,8
21077,33
21078,309
21079,312
21080,347
21081,271
21082,715
21083,632
21084,76
21085,599
21086,435
21087,162
21088,84
21089,23
21100,130
21101,313
21102,504
21103,527
21104,820
21105,917
21106,784
21107,777
21108,877
21109,757
21110,254
21111,62
21112,35
21113,11
21124,58
21125,180
21126,356
21127,666
21128,808
21129,906
21130,952
21131,944
21132,881
21133,765
21134,611
21135,432
21136,179
21137,53
21148,126
21149,304
21150,491
21151,664
21152,806
21153,905
21154,951
21155,944
21156,878
21157,761
21158,603
21159,421
21160,218
21161,73
21172,125
21173,81
21174,303
21175,540
21176,801
21177,780
21178,957
21179,952
21180,887
21181,772
21182,617
21183,377
21184,169
21185,80
21196,106
21197,177
21198,415
21199,568
21200,687
21201,782
21202,820
21203,816
21204,720
21205,623
21206,489
21207,432
21208,246
21209,80
21220,122
21221,294
21222,349
21223,652
21224,797
21225,900
21226,951
21227,946
21228,884
21229,772
21230,618
21231,380
21232,200
21233,63
21243,9
21244,125
21245,170
21246,361
21247,653
21248,793
21249,893
21250,940
21251,934
21252,869
21253,758
21254,607
21255,430
21256,246
21257,81
21267,7
21268,124
21269,299
21270,487
21271,662
21272,808
21273,902
21274,944
21275,757
21276,872
21277,615
21278,448
21279,127
21280,190
21281,75
21291,6
21292,118
21293,176
21294,363
21295,639
21296,777
21297,882
21298,930
21299,926
21300,857
21301,746
21302,596
21303,422
21304,239
21305,77
21315,3
21316,106
21317,164
21318,345
21319,607
21320,747
21321,870
21322,919
21323,908
21324,709
21325,618
21326,407
21327,378
21328,224
21329,69
21339,5
21340,114
21341,162
21342,345
21343,637
21344,777
21345,894
21346,942
21347,934
21348,858
21349,748
21350,598
21351,423
21352,241
21353,79
21363,6
21364,119
21365,169
21366,476
21367,648
21368,790
21369,881
21370,928
21371,920
21372,860
21373,750
21374,602
21375,427
21376,233
21377,51
21387,6
21388,119
21389,168
21390,471
21391,640
21392,777
21393,884
21394,923
21395,913
21396,855
21397,740
21398,591
21399,387
21400,236
21401,77
21411,2
21412,103
21413,140
21414,303
21415,400
21416,576
21417,752
21418,877
21419,631
21420,798
21421,596
21422,568
21423,405
21424,229
21425,73
21435,5
21436,117
21437,289
21438,473
21439,644
21440,786
21441,892
21442,936
21443,926
21444,867
21445,610
21446,605
21447,432
21448,251
21449,87
21459,10
21460,132
21461,311
21462,500
21463,676
21464,821
21465,913
21466,961
21467,954
21468,895
21469,704
21470,633
21471,456
21472,268
21473,96
21483,9
21484,126
21485,238
21486,375
21487,560
21488,648
21489,625
21490,592
21491,772
21492,680
21493,729
21494,233
21495,412
21496,234
21497,76
21507,1
21508,101
21509,167
21510,341
21511,527
21512,764
21513,894
21514,804
21515,942
21516,881
21517,775
21518,626
21519,448
21520,262
21521,92
21531,9
21532,129
21533,306
21534,491
21535,665
21536,805
21537,909
21538,957
21539,946
21540,884
21541,768
21542,614
21543,435
21544,253
21545,90
21555,8
21556,122
21557,131
21558,477
21559,648
21560,790
21561,905
21562,951
21563,942
21564,734
21565,613
21566,617
21567,399
21568,257
21569,92
21579,9
21580,125
21581,177
21582,359
21583,651
21584,668
21585,763
21586,811
21587,780
21588,722
21589,620
21590,621
21591,444
21592,261
21593,95
21603,9
21604,125
21605,298
21606,481
21607,652
21608,793
21609,898
21610,947
21611,942
21612,881
21613,772
21614,622
21615,447
21616,264
21617,96
21627,9
21628,128
21629,302
21630,379
21631,657
21632,656
21633,893
21634,939
21635,927
21636,868
21637,757
21638,610
21639,348
21640,203
21641,91
21651,3
21652,106
21653,235
21654,400
21655,514
21656,600
21657,332
21658,103
21659,329
21660,718
21661,659
21662,502
21663,362
21664,183
21665,75
21675,1
21676,7
21677,154
21678,409
21679,534
21680,639
21681,889
21682,942
21683,937
21684,872
21685,758
21686,606
21687,430
21688,251
21689,90
21699,8
21700,123
21701,298
21702,484
21703,653
21704,791
21705,892
21706,940
21707,932
21708,877
21709,770
21710,625
21711,452
21712,268
21713,100
21724,121
21725,292
21726,473
21727,640
21728,778
21729,897
21730,947
21731,942
21732,877
21733,770
21734,622
21735,446
21736,262
21737,96
21748,118
21749,287
21750,467
21751,635
21752,775
21753,886
21754,751
21755,931
21756,692
21757,609
21758,558
21759,324
21760,222
21761,85
21772,117
21773,286
21774,374
21775,528
21776,649
21777,739
21778,949
21779,947
21780,888
21781,780
21782,635
21783,461
21784,277
21785,104
21796,118
21797,193
21798,352
21799,477
21800,545
21801,655
21802,916
21803,736
21804,684
21805,616
21806,508
21807,453
21808,275
21809,104
21820,128
21821,308
21822,497
21823,554
21824,672
21825,921
21826,972
21827,971
21828,917
21829,807
21830,659
21831,481
21832,290
21833,111
21844,124
21845,302
21846,490
21847,665
21848,809
21849,912
21850,965
21851,964
21852,908
21853,802
21854,654
21855,477
21856,288
21857,111
21868,124
21869,300
21870,485
21871,658
21872,801
21873,898
21874,944
21875,938
21876,885
21877,780
21878,633
21879,458
21880,273
21881,102
21892,118
21893,293
21894,479
21895,653
21896,797
21897,909
21898,960
21899,956
21900,901
21901,792
21902,641
21903,465
21904,277
21905,103
21916,117
21917,291
21918,477
21919,650
21920,794
21921,895
21922,944
21923,939
21924,882
21925,775
21926,628
21927,454
21928,271
21929,101
21940,109
21941,276
21942,454
21943,621
21944,759
21945,880
21946,929
21947,793
21948,638
21949,572
21950,474
21951,168
21952,87
21953,21
21964,109
21965,279
21966,461
21967,634
21968,777
21969,889
21970,940
21971,937
21972,875
21973,769
21974,623
21975,451
21976,269
21977,101
21988,120
21989,299
21990,489
21991,664
21992,811
21993,910
21994,959
21995,956
21996,894
21997,783
21998,633
21999,454
22000,267
22001,96
22012,109
22013,139
22014,469
22015,646
22016,792
22017,895
22018,944
22019,786
22020,876
22021,626
22022,501
22023,427
22024,204
22025,84
22036,98
22037,263
22038,444
22039,615
22040,758
22041,710
22042,904
22043,903
22044,862
22045,752
22046,603
22047,95
22048,209
22049,85
22060,28
22061,74
22062,172
22063,369
22064,526
22065,638
22066,704
22067,630
22068,557
22069,524
22070,384
22071,224
22072,119
22073,45
22084,6
22085,20
22086,24
22087,530
22088,394
22089,730
22090,678
22091,255
22092,73
22093,57
22094,39
22095,99
22096,12
22097,6
22108,107
22109,167
22110,475
22111,654
22112,803
22113,919
22114,974
22115,971
22116,904
22117,794
22118,642
22119,408
22120,108
22121,64
22132,106
22133,279
22134,465
22135,514
22136,785
22137,887
22138,938
22139,931
22140,559
22141,122
22142,87
22143,225
22144,200
22145,25
22156,58
22157,114
22158,248
22159,453
22160,586
22161,663
22162,914
22163,620
22164,255
22165,95
22166,51
22167,284
22168,67
22169,6
22180,97
22181,20
22182,462
22183,640
22184,789
22185,897
22186,949
22187,948
22188,894
22189,786
22190,637
22191,461
22192,273
22193,98
22204,26
22205,144
22206,339
22207,612
22208,762
22209,864
22210,697
22211,913
22212,862
22213,754
22214,608
22215,435
22216,252
22217,5
22228,6
22229,12
22230,30
22231,39
22232,105
22233,219
22234,223
22235,304
22236,294
22237,289
22238,303
22239,278
22240,169
22241,74
22252,96
22253,268
22254,455
22255,631
22256,779
22257,892
22258,949
22259,949
22260,893
22261,787
22262,637
22263,459
22264,270
22265,95
22276,98
22277,146
22278,464
22279,642
22280,788
22281,776
22282,951
22283,947
22284,875
22285,767
22286,620
22287,443
22288,256
22289,87
22300,88
22301,258
22302,444
22303,620
22304,635
22305,872
22306,929
22307,930
22308,873
22309,767
22310,619
22311,443
22312,258
22313,87
22324,93
22325,264
22326,452
22327,629
22328,777
22329,885
22330,940
22331,939
22332,881
22333,774
22334,625
22335,447
22336,259
22337,87
22348,93
22349,267
22350,457
22351,636
22352,785
22353,892
22354,947
22355,947
22356,893
22357,784
22358,634
22359,456
22360,266
22361,90
22372,91
22373,264
22374,451
22375,626
22376,773
22377,870
22378,922
22379,918
22380,859
22381,750
22382,600
22383,423
22384,183
22385,67
22396,71
22397,114
22398,417
22399,490
22400,626
22401,861
22402,921
22403,923
22404,868
22405,763
22406,615
22407,438
22408,250
22409,80
22420,83
22421,114
22422,442
22423,498
22424,768
22425,873
22426,773
22427,930
22428,875
22429,767
22430,618
22431,439
22432,250
22433,79
22444,81
22445,250
22446,437
22447,615
22448,765
22449,873
22450,929
22451,931
22452,876
22453,770
22454,621
22455,443
22456,253
22457,81
22468,84
22469,258
22470,448
22471,626
22472,776
22473,880
22474,935
22475,934
22476,876
22477,719
22478,577
22479,377
22480,201
22481,62
22492,75
22493,240
22494,424
22495,599
